ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
003816.SZ,20240930,4.22,4.5,7.1429,5690841.59,2476589.16,1.4468,1.1393,0.164,0.164,93.89671,93.89671,68.14516,68.14516,50.0,50.0,37.5,37.5
003816.SZ,20240927,4.2,4.2,0.0,3337633.71,1390642.64,0.8485,1.1393,0.1565,0.1565,74.77876,74.77876,51.71103,51.71103,41.667,41.667,31.944,31.944
003816.SZ,20240926,4.17,4.2,0.4785,1983440.82,826044.16,0.5042,1.1393,0.1545,0.1545,71.36752,71.36752,53.9924,53.9924,41.667,41.667,29.167,29.167
003816.SZ,20240925,4.25,4.18,-1.182,2603937.98,1108333.16,0.662,1.1393,0.1535,0.1535,77.72926,77.72926,60.54688,60.54688,33.333,33.333,26.389,26.389
003816.SZ,20240924,4.09,4.23,3.9312,1980095.94,823015.49,0.5034,1.1393,0.1485,0.1485,74.77876,74.77876,57.08661,57.08661,33.333,33.333,23.611,23.611
003816.SZ,20240923,3.96,4.07,2.7778,1656139.12,670655.99,0.421,1.1393,0.1445,0.1445,72.19731,72.19731,53.96825,53.96825,25.0,25.0,19.444,19.444
003816.SZ,20240920,3.95,3.96,0.0,1238917.43,488179.76,0.315,1.1393,0.149,0.149,72.0,72.0,52.73438,52.73438,16.667,16.667,18.056,18.056
003816.SZ,20240919,3.96,3.96,0.0,1436660.2,563468.06,0.3652,1.1393,0.1525,0.1525,76.36364,76.36364,54.94071,54.94071,25.0,25.0,18.056,18.056
003816.SZ,20240918,3.95,3.96,0.2532,1263254.32,500609.89,0.3212,1.1393,0.158,0.158,77.57848,77.57848,57.48031,57.48031,25.0,25.0,16.667,16.667
003816.SZ,20240913,3.89,3.95,1.2821,1299953.47,514000.84,0.3305,1.1393,0.1595,0.1595,74.55357,74.55357,53.6965,53.6965,16.667,16.667,16.667,16.667
003816.SZ,20240912,3.94,3.9,-1.2658,1754795.0,687620.16,0.4461,1.1393,0.1585,0.1585,71.42857,71.42857,51.51515,51.51515,8.333,8.333,18.056,18.056
003816.SZ,20240911,4.16,3.95,-5.0481,2515618.4,1005169.61,0.6395,1.1393,0.16,0.16,81.4978,81.4978,60.61776,60.61776,16.667,16.667,22.222,22.222
003816.SZ,20240910,4.22,4.16,-1.4218,1339786.75,557918.63,0.3406,1.1393,0.1575,0.1575,91.86603,91.86603,66.66667,66.66667,16.667,16.667,26.389,26.389
003816.SZ,20240909,4.19,4.22,-0.4717,1446027.63,606202.82,0.3676,1.1393,0.155,0.155,98.02956,98.02956,67.07819,67.07819,16.667,16.667,30.556,30.556
003816.SZ,20240906,4.35,4.24,-2.7523,1268909.24,545127.54,0.3226,1.1393,0.157,0.157,96.56863,96.56863,67.35537,67.35537,25.0,25.0,34.722,34.722
003816.SZ,20240905,4.41,4.36,-1.1338,1255968.51,550522.59,0.3193,1.1393,0.1505,0.1505,111.11111,111.11111,75.21739,75.21739,25.0,25.0,38.889,38.889
003816.SZ,20240904,4.44,4.41,-1.7817,1632904.28,722382.58,0.4151,1.1393,0.154,0.154,99.52381,99.52381,66.66667,66.66667,33.333,33.333,44.444,44.444
003816.SZ,20240903,4.79,4.49,-6.4583,2825026.01,1292867.57,0.7182,1.1393,0.161,0.161,93.66516,93.66516,66.28352,66.28352,41.667,41.667,48.611,48.611
003816.SZ,20240902,4.75,4.8,0.4184,1144824.84,549151.68,0.291,1.1393,0.149,0.149,109.375,109.375,73.61702,73.61702,41.667,41.667,50.0,50.0
003816.SZ,20240830,4.73,4.78,0.0,1614148.13,767684.15,0.4104,1.1393,0.15,0.15,100.0,100.0,68.01619,68.01619,41.667,41.667,51.389,51.389
003816.SZ,20240829,4.9,4.78,-3.0426,1660226.05,797723.78,0.4221,1.1393,0.15,0.15,95.21531,95.21531,68.69919,68.69919,50.0,50.0,54.167,54.167
003816.SZ,20240828,4.92,4.93,-0.404,1245304.88,616961.34,0.3166,1.1393,0.1505,0.1505,115.89744,115.89744,84.41558,84.41558,58.333,58.333,54.167,54.167
003816.SZ,20240827,4.91,4.95,0.6098,829312.76,407921.64,0.2108,1.1393,0.161,0.161,114.28571,114.28571,83.98268,83.98268,58.333,58.333,52.778,52.778
003816.SZ,20240826,4.97,4.92,-1.4028,1030828.64,506690.48,0.2621,1.1393,0.167,0.167,106.25,106.25,79.33884,79.33884,50.0,50.0,50.0,50.0
003816.SZ,20240823,5.02,4.99,-1.3834,1352412.16,674392.51,0.3438,1.1393,0.1665,0.1665,110.29412,110.29412,81.58996,81.58996,50.0,50.0,48.611,48.611
003816.SZ,20240822,4.87,5.06,3.4765,1575728.91,785409.42,0.4006,1.1393,0.169,0.169,119.69697,119.69697,88.03419,88.03419,58.333,58.333,47.222,47.222
003816.SZ,20240821,4.96,4.89,-1.8072,1087794.38,530972.67,0.2765,1.1393,0.163,0.163,105.28846,105.28846,77.77778,77.77778,50.0,50.0,43.056,43.056
003816.SZ,20240820,5.05,4.98,0.2012,1831742.0,906805.96,0.4657,1.1393,0.17,0.17,117.58794,117.58794,87.93103,87.93103,50.0,50.0,38.889,38.889
003816.SZ,20240819,4.84,4.97,2.8986,1407922.04,694681.98,0.3579,1.1393,0.1645,0.1645,129.10053,129.10053,87.93103,87.93103,41.667,41.667,33.333,33.333
003816.SZ,20240816,4.84,4.83,0.0,1053308.64,508178.53,0.2678,1.1393,0.165,0.165,119.59799,119.59799,80.32787,80.32787,41.667,41.667,29.167,29.167
003816.SZ,20240815,4.78,4.83,1.2579,1087250.06,522963.42,0.2764,1.1393,0.166,0.166,121.5,121.5,80.5668,80.5668,41.667,41.667,26.389,26.389
003816.SZ,20240814,4.69,4.77,1.2739,1533576.87,732068.52,0.3899,1.1393,0.1705,0.1705,109.17431,109.17431,69.85294,74.51161,33.333,33.333,25.0,25.0
003816.SZ,20240813,4.66,4.71,0.4264,866324.1,407039.37,0.2202,1.1393,0.1695,0.1695,106.75676,106.69631,69.09091,73.61699,25.0,25.0,23.611,23.611
003816.SZ,20240812,4.76,4.69,-1.0549,1277564.41,602565.44,0.3248,1.1393,0.1745,0.1745,113.90135,113.64639,76.92308,81.58419,16.667,16.667,23.611,23.611
003816.SZ,20240809,4.77,4.74,-1.0438,844243.56,400741.15,0.2146,1.1393,0.176,0.176,114.09091,113.89136,75.36765,80.02088,16.667,16.667,26.389,26.389
003816.SZ,20240808,4.87,4.79,-1.8443,1312535.46,635132.37,0.3337,1.1393,0.182,0.182,120.0,119.73939,80.07519,84.96402,25.0,25.0,29.167,29.167
003816.SZ,20240807,4.72,4.88,3.3898,1695733.43,825415.05,0.4311,1.1393,0.1815,0.1815,120.95238,120.69404,80.07663,85.07152,33.333,33.333,30.556,30.556
