ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
002271.SZ,20240930,13.69,13.79,9.9681,1275366.97,1749537.09,6.6005,37.1868,0.5115,0.49311,219.10448,220.52911,222.22222,287.01483,75.0,75.0,56.944,56.944
002271.SZ,20240927,11.99,12.54,10.0,1648434.18,2033860.94,8.5313,37.1868,0.4715,0.45187,212.90323,214.9347,176.25899,225.9332,66.667,66.667,51.389,51.389
002271.SZ,20240926,10.41,11.4,10.0386,1312017.59,1432606.82,6.7902,37.1868,0.4305,0.41,171.06599,172.19219,131.92389,166.88915,58.333,58.333,47.222,47.222
002271.SZ,20240925,10.35054,10.35999,1.2939,1037741.34,1156787.88,5.3707,35.151,0.393,0.37149,139.90499,139.90499,125.0,125.0,50.0,50.0,44.444,44.444
002271.SZ,20240924,10.16149,10.22766,3.4417,626784.42,668460.37,3.2439,35.151,0.3865,0.36534,116.23932,116.23932,99.61612,99.61612,50.0,50.0,43.056,43.056
002271.SZ,20240923,9.75503,9.88736,0.5769,327174.57,341812.73,1.6933,35.151,0.381,0.36014,120.35011,120.35011,91.31238,91.31238,41.667,41.667,41.667,41.667
002271.SZ,20240920,9.77393,9.83065,-0.1919,316309.18,327582.69,1.637,35.151,0.378,0.35731,113.61702,113.61702,88.66545,88.66545,41.667,41.667,41.667,41.667
002271.SZ,20240919,9.65105,9.84955,2.5591,726780.13,761856.78,3.7614,35.151,0.385,0.36392,106.84105,106.84105,84.9387,84.9387,41.667,41.667,41.667,41.667
002271.SZ,20240918,9.32966,9.60379,3.0426,508784.41,508667.73,2.6332,35.151,0.3835,0.36251,90.97744,90.97744,69.77124,69.77124,41.667,41.667,43.056,43.056
002271.SZ,20240913,9.54707,9.32021,-2.2795,373766.2,373426.26,1.9344,35.151,0.3895,0.36818,97.31286,97.31286,74.87521,74.87521,41.667,41.667,44.444,44.444
002271.SZ,20240912,9.60379,9.53762,-1.0784,260900.41,265995.78,1.3503,35.151,0.402,0.37999,105.89391,105.89391,81.52542,81.52542,41.667,41.667,45.833,45.833
002271.SZ,20240911,9.55653,9.6416,0.4926,412840.75,419890.87,2.1366,35.151,0.4085,0.38614,101.15607,101.15607,77.57475,77.57475,41.667,41.667,45.833,45.833
002271.SZ,20240910,9.65105,9.59434,-0.4902,273758.56,276024.3,1.4168,35.151,0.4095,0.38708,99.80732,99.80732,80.0,80.0,41.667,41.667,45.833,45.833
002271.SZ,20240909,9.65105,9.6416,-0.5848,202142.98,206036.19,1.0462,35.151,0.414,0.39134,107.22656,107.22656,82.52101,82.52101,50.0,50.0,44.444,44.444
002271.SZ,20240906,9.92518,9.69831,-2.2857,241013.01,249302.57,1.2473,35.151,0.4285,0.40504,108.31721,108.31721,80.95238,80.95238,50.0,50.0,43.056,43.056
002271.SZ,20240905,9.92518,9.92518,0.5747,263906.26,277492.6,1.3658,35.151,0.4445,0.42017,107.83939,107.83939,81.10749,81.10749,50.0,50.0,40.278,40.278
002271.SZ,20240904,9.91572,9.86846,-0.9488,362935.77,381997.02,1.8783,35.151,0.4605,0.43529,113.90977,113.90977,85.19108,85.19108,41.667,41.667,36.111,36.111
002271.SZ,20240903,9.8401,9.96299,1.2488,344773.65,362633.52,1.7843,35.151,0.4565,0.43151,114.39394,114.39394,85.41667,85.41667,41.667,41.667,33.333,33.333
002271.SZ,20240902,10.18039,9.8401,-4.4954,473643.0,500789.95,2.4513,35.151,0.448,0.42347,105.28233,105.28233,78.88199,78.88199,33.333,33.333,31.944,31.944
002271.SZ,20240830,9.81174,10.30328,4.8077,915130.25,994501.89,4.7362,35.151,0.4505,0.42584,119.72656,119.72656,91.30435,91.30435,41.667,41.667,31.944,31.944
002271.SZ,20240829,9.47145,9.83065,3.8961,610772.0,627981.13,3.161,35.151,0.415,0.39228,109.96094,109.96094,83.55705,83.55705,33.333,33.333,29.167,29.167
002271.SZ,20240828,9.6416,9.462,-2.6265,467050.84,469495.45,2.4172,35.151,0.411,0.3885,101.91205,101.91205,75.77741,75.77741,25.0,25.0,29.167,29.167
002271.SZ,20240827,9.97244,9.71722,-2.9273,343836.14,355216.63,1.7795,35.151,0.4305,0.40693,99.44341,99.44341,75.84541,75.84541,25.0,25.0,30.556,30.556
002271.SZ,20240826,9.68886,10.01025,3.9254,675815.0,708898.72,3.4976,35.151,0.425,0.40173,101.1236,101.1236,80.92869,80.92869,33.333,33.333,31.944,31.944
002271.SZ,20240823,9.49981,9.63215,1.2922,544994.01,557259.43,2.8206,35.151,0.4185,0.39559,89.40754,89.40754,69.95231,69.95231,33.333,33.333,31.944,31.944
002271.SZ,20240822,9.49981,9.50926,0.0,538566.92,546594.64,2.7873,35.151,0.423,0.39984,82.26087,82.26087,63.88889,63.88889,25.0,25.0,33.333,33.333
002271.SZ,20240821,9.75503,9.50926,-2.8019,619619.72,627854.38,3.2068,35.151,0.435,0.41119,85.12111,85.12111,64.74164,64.74164,33.333,33.333,36.111,36.111
002271.SZ,20240820,10.24656,9.78339,-4.5203,844075.75,881600.86,4.3684,35.151,0.4325,0.40882,90.24823,90.24823,68.8958,68.8958,33.333,33.333,37.5,37.5
002271.SZ,20240819,10.53959,10.24656,-4.4092,835970.53,916904.33,4.3265,35.151,0.428,0.40457,96.4486,96.4486,72.16828,72.16828,33.333,33.333,40.278,40.278
002271.SZ,20240816,11.14455,10.71919,-4.465,680558.7,781306.83,3.5222,35.151,0.4165,0.3937,106.52174,106.52174,88.37209,88.37209,33.333,33.333,44.444,44.444
002271.SZ,20240815,11.15401,11.22017,0.423,350242.71,412851.51,1.8126,35.151,0.401,0.37905,126.34989,126.34989,111.95219,111.95219,41.667,41.667,48.611,48.611
002271.SZ,20240814,11.35251,11.17291,-1.6639,262239.22,312239.29,1.3572,35.151,0.3945,0.3729,135.04464,135.04464,115.9596,115.9596,41.667,41.667,50.0,50.0
002271.SZ,20240813,11.53211,11.36196,-1.8776,404337.31,484778.21,2.0926,35.151,0.404,0.38188,122.13115,122.13115,105.99251,105.99251,41.667,41.667,51.389,51.389
