ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
601658.SH,20240930,5.11,5.26,4.1584,5341122.26,2749444.48,0.7957,1.2693,0.142,0.142,104.67836,104.67836,127.5641,127.5641,75.0,75.0,70.833,70.833
601658.SH,20240927,5.2,5.05,-2.1318,1308640.86,668309.69,0.195,1.2693,0.136,0.136,96.36364,96.36364,108.22785,108.22785,75.0,75.0,66.667,66.667
601658.SH,20240926,5.01,5.16,2.994,2726324.17,1384994.16,0.4062,1.2693,0.1285,0.1285,102.66667,102.66667,110.20408,110.20408,75.0,75.0,62.5,62.5
601658.SH,20240925,4.99,5.01,1.417,2158402.83,1085035.49,0.3216,1.2693,0.125,0.125,98.02632,98.02632,105.36913,105.36913,75.0,75.0,58.333,58.333
601658.SH,20240924,4.79,4.94,3.7815,2154088.82,1049879.36,0.3209,1.2693,0.12,0.12,100.0,100.0,102.01342,102.01342,66.667,66.667,52.778,52.778
601658.SH,20240923,4.71,4.76,1.0616,834634.89,395712.9,0.1243,1.2693,0.115,0.115,94.55782,94.55782,93.33333,93.33333,58.333,58.333,47.222,47.222
601658.SH,20240920,4.64,4.71,1.7279,1470256.07,689932.97,0.219,1.2693,0.115,0.115,93.19728,93.19728,90.72848,90.72848,50.0,50.0,43.056,43.056
601658.SH,20240919,4.66,4.63,-0.4301,1172739.55,544228.84,0.1747,1.2693,0.114,0.114,94.52055,94.52055,90.72848,90.72848,50.0,50.0,41.667,41.667
601658.SH,20240918,4.6,4.65,1.7505,1074273.4,498316.39,0.16,1.2693,0.114,0.114,96.52778,96.52778,91.33333,91.33333,50.0,50.0,38.889,38.889
601658.SH,20240913,4.53,4.57,0.6608,1348633.07,618705.79,0.2009,1.2693,0.116,0.116,94.48276,94.48276,89.33333,89.33333,41.667,41.667,37.5,37.5
601658.SH,20240912,4.51,4.54,0.6652,1397933.83,632767.61,0.2083,1.2693,0.1175,0.1175,86.48649,86.48649,84.10596,84.10596,33.333,33.333,36.111,36.111
601658.SH,20240911,4.62,4.51,-2.8017,1706322.9,774397.33,0.2542,1.2693,0.116,0.116,88.81119,88.81119,86.30137,86.30137,33.333,33.333,37.5,37.5
601658.SH,20240910,4.64,4.64,0.216,1346201.83,623097.52,0.2006,1.2693,0.112,0.112,92.70073,92.70073,92.02899,92.02899,41.667,41.667,40.278,40.278
601658.SH,20240909,4.72,4.63,-2.1142,1590278.0,737664.41,0.2369,1.2693,0.1135,0.1135,93.38235,93.38235,88.57143,88.57143,33.333,33.333,43.056,43.056
601658.SH,20240906,4.63,4.73,2.381,1761420.51,832251.9,0.2624,1.2693,0.1105,0.1105,103.14961,103.14961,96.94656,96.94656,41.667,41.667,47.222,47.222
601658.SH,20240905,4.64,4.62,0.0,1314906.35,608111.16,0.1959,1.2693,0.106,0.106,94.65649,94.65649,86.13139,86.13139,33.333,33.333,50.0,50.0
601658.SH,20240904,4.61,4.62,-0.216,1706778.16,787028.65,0.2543,1.2693,0.1045,0.1045,89.13043,89.13043,80.0,80.0,41.667,41.667,55.556,55.556
601658.SH,20240903,4.74,4.63,-2.3207,2224452.42,1032174.78,0.3314,1.2693,0.1025,0.1025,89.78102,89.78102,81.81818,81.81818,50.0,50.0,59.722,59.722
601658.SH,20240902,4.72,4.74,0.2114,2123532.4,1007974.27,0.3164,1.2693,0.1,0.1,108.0,108.0,94.02985,94.02985,58.333,58.333,62.5,62.5
601658.SH,20240830,4.89,4.73,-3.4694,3074560.38,1473559.77,0.4581,1.2693,0.0985,0.0985,92.14286,92.14286,82.9932,82.9932,58.333,58.333,62.5,62.5
601658.SH,20240829,5.11,4.9,-4.1096,1738258.3,861745.71,0.259,1.2693,0.0915,0.0915,94.11765,94.11765,87.23404,87.23404,58.333,58.333,62.5,62.5
601658.SH,20240828,5.17,5.11,-1.3514,961695.0,492857.51,0.1433,1.2693,0.086,0.086,115.65217,115.65217,106.66667,106.66667,66.667,66.667,61.111,61.111
601658.SH,20240827,5.14,5.18,0.7782,1251077.22,648063.84,0.1864,1.2693,0.0865,0.0865,134.57944,134.57944,124.10714,124.10714,66.667,66.667,58.333,58.333
