ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
601319.SH,20240930,6.98,7.44,10.0592,3202448.66,2309389.31,0.9022,1.1529,0.2025,0.2025,155.0,155.0,235.17241,235.17241,66.667,66.667,48.611,48.611
601319.SH,20240927,6.77,6.76,1.8072,827461.3,554298.58,0.2331,1.1529,0.186,0.186,131.31868,131.31868,180.39216,180.39216,58.333,58.333,43.056,43.056
601319.SH,20240926,6.4,6.64,3.75,1088297.6,706702.72,0.3066,1.1529,0.177,0.177,145.73171,145.73171,177.7027,177.7027,50.0,50.0,40.278,40.278
601319.SH,20240925,6.48,6.4,1.1058,1176464.92,758463.09,0.3314,1.1529,0.165,0.165,144.93671,144.93671,178.16901,178.16901,41.667,41.667,38.889,38.889
601319.SH,20240924,6.18,6.33,3.4314,978950.0,611871.47,0.2758,1.1529,0.159,0.159,151.00671,151.00671,162.06897,162.06897,41.667,41.667,38.889,38.889
601319.SH,20240923,6.04,6.12,1.157,466969.64,283808.14,0.1315,1.1529,0.152,0.152,153.7931,153.7931,152.7027,152.7027,33.333,33.333,38.889,38.889
601319.SH,20240920,6.04,6.05,-0.165,481000.33,290230.92,0.1355,1.1529,0.1495,0.1495,151.03448,151.03448,153.42466,153.42466,33.333,33.333,41.667,41.667
601319.SH,20240919,6.05,6.06,0.1653,531989.52,320407.19,0.1499,1.1529,0.15,0.15,154.22535,154.22535,162.14286,162.14286,41.667,41.667,44.444,44.444
601319.SH,20240918,5.98,6.05,1.5101,600289.08,361456.91,0.1691,1.1529,0.148,0.148,156.11511,156.11511,168.14815,168.14815,41.667,41.667,47.222,47.222
601319.SH,20240913,5.98,5.96,-0.1675,413644.35,247853.05,0.1165,1.1529,0.1495,0.1495,150.71429,150.71429,143.04636,164.46229,41.667,41.667,51.389,51.389
601319.SH,20240912,6.01,5.97,-0.5,608631.9,361496.94,0.1715,1.1529,0.1475,0.1475,154.41176,154.2439,141.33333,162.64592,41.667,41.667,55.556,55.556
601319.SH,20240911,6.1,6.0,-1.6393,710540.22,428466.69,0.2002,1.1529,0.1495,0.1495,165.89147,165.78727,147.58621,170.64252,50.0,50.0,58.333,58.333
601319.SH,20240910,6.11,6.1,0.0,630930.45,383804.04,0.1777,1.1529,0.145,0.145,161.53846,161.94211,147.22222,170.84179,50.0,50.0,61.111,61.111
601319.SH,20240909,6.1,6.1,-0.3268,749255.42,459800.83,0.2111,1.1529,0.1445,0.1445,163.07692,163.67382,146.89655,170.4886,58.333,58.333,63.889,63.889
601319.SH,20240906,6.15,6.12,-0.6494,544731.3,336930.03,0.1535,1.1529,0.142,0.142,162.7907,163.30744,151.77305,176.64171,66.667,66.667,65.278,65.278
601319.SH,20240905,6.06,6.16,1.4827,704318.24,431194.89,0.1984,1.1529,0.1435,0.1385,154.54545,155.18142,146.15385,170.0957,66.667,66.667,63.889,63.889
601319.SH,20240904,6.19,6.07,-2.2544,1031518.97,632755.36,0.2906,1.1529,0.141,0.13589,143.79562,144.40161,141.37931,164.30047,58.333,58.333,62.5,62.5
601319.SH,20240903,6.06,6.21,1.3051,1139510.52,703171.4,0.321,1.1529,0.133,0.12774,155.55556,156.18621,154.13534,181.25561,66.667,66.667,62.5,62.5
601319.SH,20240902,5.98,6.13,2.1667,1210298.0,740025.01,0.341,1.1529,0.1315,0.12601,156.0,156.36655,168.8,199.99774,66.667,66.667,59.722,59.722
601319.SH,20240830,5.86,6.0,3.0928,1302989.78,778658.64,0.3671,1.1529,0.1255,0.11987,133.83459,134.17404,153.48837,181.43218,66.667,66.667,58.333,58.333
601319.SH,20240829,5.88,5.82,1.2174,1344516.41,795188.32,0.3788,1.1529,0.1185,0.11274,125.0,125.15332,138.16794,163.17571,58.333,58.333,55.556,55.556
601319.SH,20240828,5.77,5.75,-0.519,408311.99,234854.38,0.115,1.1529,0.107,0.10107,109.84848,109.95154,107.97101,127.24002,58.333,58.333,52.778,52.778
601319.SH,20240827,5.79,5.78,0.3472,501422.0,289529.18,0.1413,1.1529,0.1085,0.10242,116.27907,116.40399,115.67164,136.71528,58.333,58.333,50.0,50.0
601319.SH,20240826,5.78,5.76,-0.346,467223.0,268748.65,0.1316,1.1529,0.1115,0.10522,120.63492,120.77456,116.54135,137.78867,50.0,50.0,48.611,48.611
601319.SH,20240823,5.76,5.78,0.1733,574476.98,330678.17,0.1618,1.1529,0.114,0.10747,125.61983,125.9558,119.37984,142.0446,58.333,58.333,47.222,47.222
601319.SH,20240822,5.73,5.77,0.8741,649066.0,374607.04,0.1828,1.1529,0.116,0.10929,128.33333,128.7028,123.62205,147.40644,50.0,50.0,44.444,44.444
601319.SH,20240821,5.7,5.72,-0.1745,493304.42,281623.65,0.139,1.1529,0.1155,0.10867,128.57143,128.83358,123.80952,147.66098,41.667,41.667,43.056,43.056
601319.SH,20240820,5.73,5.73,0.0,473810.14,271315.86,0.1335,1.1529,0.115,0.10803,125.21008,125.50858,124.19355,148.77611,41.667,41.667,44.444,44.444
601319.SH,20240819,5.61,5.73,2.139,648050.0,369024.16,0.1826,1.1529,0.116,0.10889,129.05983,129.36292,127.86885,153.49831,50.0,50.0,44.444,44.444
601319.SH,20240816,5.56,5.61,1.0811,411638.35,229936.65,0.116,1.1529,0.1115,0.10429,125.21739,125.26043,122.31405,147.06719,41.667,41.667,44.444,44.444
601319.SH,20240815,5.44,5.55,1.8349,555624.25,307696.57,0.1565,1.1529,0.1105,0.10319,120.51282,120.58006,123.33333,148.43079,41.667,41.667,45.833,45.833
601319.SH,20240814,5.48,5.45,-0.3656,411213.23,224920.7,0.1158,1.1529,0.107,0.09955,114.65517,114.43379,115.83333,139.53662,41.667,41.667,47.222,47.222
601319.SH,20240813,5.44,5.47,0.7366,376771.47,205702.57,0.1061,1.1529,0.1055,0.09795,119.13043,118.90955,118.33333,142.4032,50.0,50.0,50.0,50.0
601319.SH,20240812,5.46,5.43,-0.1838,414115.35,224511.15,0.1167,1.1529,0.1055,0.09785,118.10345,117.82138,115.57377,138.65308,41.667,41.667,51.389,51.389
601319.SH,20240809,5.48,5.44,-0.1835,499347.84,273060.7,0.1407,1.1529,0.106,0.09823,118.64407,118.57116,109.375,130.46536,50.0,50.0,55.556,55.556
601319.SH,20240808,5.41105,5.44991,0.3578,436037.56,244753.26,0.1228,1.12,0.1005,0.09763,116.80672,116.80672,122.41379,122.41379,50.0,50.0,58.333,58.333
601319.SH,20240807,5.44019,5.43048,-0.3565,415187.29,232594.07,0.117,1.12,0.1005,0.09763,113.22314,113.22314,122.41379,122.41379,50.0,50.0,61.111,61.111
601319.SH,20240806,5.53734,5.44991,-1.2324,716446.0,402122.39,0.2018,1.12,0.0995,0.09666,115.0,115.0,128.31858,128.31858,58.333,58.333,63.889,63.889
601319.SH,20240805,5.5762,5.51791,-1.0453,621383.81,355483.49,0.175,1.12,0.098,0.0952,139.25234,139.25234,146.15385,146.15385,58.333,58.333,65.278,65.278
601319.SH,20240802,5.53734,5.5762,0.8787,620225.14,355800.68,0.1747,1.12,0.097,0.09423,153.46535,153.46535,161.22449,161.22449,66.667,66.667,66.667,66.667
601319.SH,20240801,5.56648,5.52763,-0.6981,686590.1,392448.04,0.1934,1.12,0.0985,0.09569,144.23077,144.23077,146.60194,146.60194,66.667,66.667,68.056,68.056
601319.SH,20240731,5.51791,5.56648,1.2367,831038.1,472716.97,0.2341,1.12,0.0965,0.09375,151.51515,151.51515,151.51515,151.7481,66.667,66.667,69.444,69.444
