ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
000100.SZ,20240930,4.38,4.58,7.5117,7515876.88,3360447.13,4.1528,3.725,0.113,0.113,126.44628,126.44628,161.26126,161.26126,58.333,58.333,44.444,44.444
000100.SZ,20240927,4.2,4.26,5.9701,4688338.33,1966917.56,2.5905,3.725,0.1055,0.1055,120.86957,120.86957,133.33333,133.33333,58.333,58.333,40.278,40.278
000100.SZ,20240926,3.92,4.02,2.8133,2697865.53,1064785.9,1.4907,3.725,0.0955,0.0955,122.22222,122.22222,109.48276,109.48276,50.0,50.0,34.722,34.722
000100.SZ,20240925,3.86,3.91,1.8229,3540467.37,1396131.8,1.9563,3.725,0.0965,0.0965,121.90476,121.90476,107.01754,107.01754,41.667,41.667,29.167,29.167
000100.SZ,20240924,3.75,3.84,2.9491,2829123.45,1071457.68,1.5632,3.725,0.092,0.092,107.33945,107.33945,92.37288,92.37288,33.333,33.333,26.389,26.389
000100.SZ,20240923,3.73,3.73,-0.2674,1237047.61,463625.49,0.6835,3.725,0.0895,0.0895,116.82243,116.82243,95.79832,95.79832,25.0,25.0,25.0,25.0
000100.SZ,20240920,3.7,3.74,1.0811,1593842.72,592607.87,0.8807,3.725,0.089,0.089,113.88889,113.88889,94.95798,94.95798,33.333,33.333,25.0,25.0
000100.SZ,20240919,3.63,3.7,2.4931,1574866.95,577268.28,0.8702,3.725,0.091,0.091,115.88785,115.88785,96.61017,96.61017,25.0,25.0,25.0,25.0
000100.SZ,20240918,3.64,3.61,-0.551,1358658.94,488481.87,0.7507,3.725,0.0885,0.0885,108.25688,108.25688,86.88525,86.88525,16.667,16.667,26.389,26.389
000100.SZ,20240913,3.7,3.63,-1.8919,1409761.54,518257.37,0.779,3.725,0.088,0.088,113.08411,113.08411,90.83333,90.83333,25.0,25.0,30.556,30.556
000100.SZ,20240912,3.76,3.7,-1.3333,1494761.7,557665.46,0.8259,3.725,0.0865,0.0865,120.58824,120.58824,94.82759,94.82759,25.0,25.0,33.333,33.333
000100.SZ,20240911,3.81,3.75,-1.8325,1108258.08,417722.67,0.6124,3.725,0.0915,0.0915,124.24242,124.24242,93.91304,93.91304,25.0,25.0,36.111,36.111
000100.SZ,20240910,3.79,3.82,0.7916,1247334.76,472216.13,0.6892,3.725,0.09,0.09,136.17021,136.17021,107.47664,107.47664,33.333,33.333,40.278,40.278
000100.SZ,20240909,3.82,3.79,-1.3021,1304040.61,495212.73,0.7205,3.725,0.089,0.089,129.70297,129.70297,96.61017,96.61017,33.333,33.333,41.667,41.667
000100.SZ,20240906,3.87,3.84,-0.7752,870383.1,335962.8,0.4809,3.725,0.088,0.088,129.41176,129.41176,100.0,100.0,41.667,41.667,44.444,44.444
000100.SZ,20240905,3.9,3.87,-1.023,1163743.81,451450.46,0.643,3.725,0.09,0.09,129.41176,129.41176,100.0,100.0,41.667,41.667,45.833,45.833
000100.SZ,20240904,3.88,3.91,0.0,1175858.38,458680.44,0.6497,3.725,0.09,0.09,147.95918,147.95918,116.96429,116.96429,41.667,41.667,47.222,47.222
000100.SZ,20240903,3.83,3.91,1.5584,1419011.91,551895.1,0.7841,3.725,0.0885,0.0885,135.57692,135.57692,111.2069,111.2069,50.0,50.0,48.611,48.611
000100.SZ,20240902,3.9,3.85,-1.5345,1771965.99,687000.61,0.9791,3.725,0.088,0.088,119.81982,119.81982,103.33333,103.33333,41.667,41.667,48.611,48.611
000100.SZ,20240830,3.91,3.91,0.0,2389016.29,936647.69,1.32,3.725,0.092,0.092,132.07547,132.07547,115.78947,115.78947,50.0,50.0,50.0,50.0
000100.SZ,20240829,3.75,3.91,3.9894,2690647.76,1041578.94,1.4867,3.725,0.094,0.094,132.11009,132.11009,110.83333,110.83333,50.0,50.0,48.611,48.611
000100.SZ,20240828,3.74,3.76,0.0,1199811.38,449188.56,0.6629,3.725,0.0875,0.0875,105.83333,105.83333,87.21805,87.21805,50.0,50.0,47.222,47.222
000100.SZ,20240827,3.9,3.76,-3.5897,2137545.46,811340.89,1.1811,3.725,0.0915,0.0915,95.38462,95.38462,81.56028,81.56028,50.0,50.0,45.833,45.833
000100.SZ,20240826,3.88,3.9,0.7752,1630205.89,633815.04,0.9006,3.725,0.088,0.088,106.77966,106.77966,89.23077,89.23077,50.0,50.0,44.444,44.444
000100.SZ,20240823,3.84,3.87,0.5195,1514263.25,582510.42,0.8366,3.725,0.0885,0.0885,108.54701,108.54701,84.96241,84.96241,50.0,50.0,41.667,41.667
000100.SZ,20240822,3.84,3.85,0.2604,1202670.47,463545.61,0.6644,3.725,0.091,0.091,98.4127,98.4127,76.92308,76.92308,41.667,41.667,40.278,40.278
000100.SZ,20240821,3.84,3.84,-0.2597,1764142.08,683548.33,0.9746,3.725,0.0945,0.0945,93.89313,93.89313,72.48322,72.48322,41.667,41.667,38.889,38.889
000100.SZ,20240820,3.85,3.85,0.0,1285028.06,494504.87,0.7099,3.725,0.097,0.097,90.90909,90.90909,71.14094,71.14094,41.667,41.667,37.5,37.5
