ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
002236.SZ,20240930,16.65,17.22,7.6923,1389451.49,2345575.94,6.6133,46.619,0.4345,0.43194,246.36678,247.11113,268.49315,294.35058,83.333,83.333,72.222,72.222
002236.SZ,20240927,15.19,15.99,6.3165,881751.99,1378715.46,4.1968,46.619,0.3845,0.38171,238.32117,239.2046,206.30915,225.76698,83.333,83.333,68.056,68.056
002236.SZ,20240926,14.55,15.04,2.9432,452145.44,668742.06,2.152,46.619,0.3445,0.34155,187.70764,188.22798,159.53757,174.35544,75.0,75.0,62.5,62.5
002236.SZ,20240925,14.53,14.61,1.5288,506576.95,743343.16,2.4111,46.619,0.336,0.33281,167.30159,167.64815,144.81793,158.28472,66.667,66.667,58.333,58.333
002236.SZ,20240924,14.13,14.39,2.2017,493357.9,702603.95,2.3482,46.619,0.3385,0.335,162.77603,163.00609,135.08287,147.6895,66.667,66.667,55.556,55.556
002236.SZ,20240923,13.98,14.08,0.7874,295341.84,417242.37,1.4057,46.619,0.323,0.31934,168.85246,169.05517,132.13296,144.53535,58.333,58.333,54.167,54.167
002236.SZ,20240920,13.71,13.97,2.0453,329455.12,457499.25,1.5681,46.619,0.322,0.31809,162.37624,162.49015,125.83333,137.84409,58.333,58.333,54.167,54.167
002236.SZ,20240919,13.46299,13.69,2.1355,231950.26,320155.38,1.104,46.014,0.316,0.3119,148.23151,148.23151,126.36103,126.36103,50.0,50.0,54.167,54.167
002236.SZ,20240918,13.33467,13.40376,0.4438,153748.69,207409.93,0.7318,46.014,0.3105,0.30647,142.48366,142.48366,115.90909,115.90909,50.0,50.0,55.556,55.556
002236.SZ,20240913,13.34454,13.34454,0.0,136577.82,185230.24,0.6501,46.014,0.3115,0.30746,135.60372,135.60372,116.99164,116.99164,50.0,50.0,56.944,56.944
002236.SZ,20240912,13.50247,13.34454,-0.6613,121517.72,165831.7,0.5784,46.014,0.3115,0.30746,129.46429,129.46429,108.73016,108.73016,58.333,58.333,58.333,58.333
002236.SZ,20240911,13.42351,13.43338,0.0735,153335.58,209106.2,0.7298,46.014,0.3185,0.31437,120.50562,120.50562,98.76238,98.76238,58.333,58.333,56.944,56.944
002236.SZ,20240910,13.23597,13.42351,1.7203,173401.29,233367.12,0.8253,46.014,0.315,0.31091,115.34247,115.34247,104.31472,104.31472,58.333,58.333,55.556,55.556
002236.SZ,20240909,13.25571,13.19649,-1.1095,162995.42,217814.66,0.7758,46.014,0.305,0.30104,103.0,103.0,88.43537,88.43537,58.333,58.333,54.167,54.167
002236.SZ,20240906,13.56169,13.34454,-1.6012,144875.0,197364.54,0.6895,46.014,0.2975,0.29364,107.36041,107.36041,90.4328,90.4328,58.333,58.333,54.167,54.167
002236.SZ,20240905,13.50247,13.56169,0.3652,163864.31,225448.02,0.7799,46.014,0.3075,0.30351,112.79373,112.79373,94.85981,94.85981,58.333,58.333,54.167,54.167
002236.SZ,20240904,13.43338,13.51234,-0.2913,185501.74,254619.75,0.8829,46.014,0.3115,0.30746,124.28198,124.28198,105.14019,105.14019,50.0,50.0,54.167,54.167
002236.SZ,20240903,13.34454,13.55182,1.5533,195316.06,267684.13,0.9296,46.014,0.3225,0.31831,113.89578,113.89578,100.91116,100.91116,50.0,50.0,54.167,54.167
002236.SZ,20240902,13.53208,13.34454,-1.4577,227744.93,310412.07,1.084,46.014,0.319,0.31486,105.31401,105.31401,92.90466,92.90466,50.0,50.0,54.167,54.167
002236.SZ,20240830,13.14714,13.54195,2.7715,340445.47,467102.45,1.6204,46.014,0.3375,0.33312,114.39394,114.39394,101.15741,101.15741,58.333,58.333,52.778,52.778
002236.SZ,20240829,12.9596,13.17675,1.2898,200306.26,267060.72,0.9534,46.014,0.3245,0.32029,105.47264,105.47264,90.54054,90.54054,58.333,58.333,48.611,48.611
002236.SZ,20240828,12.84116,13.00896,0.9188,167724.71,219551.07,0.7983,46.014,0.3195,0.31535,96.64269,96.64269,82.21258,82.21258,58.333,58.333,45.833,45.833
002236.SZ,20240827,13.08792,12.89051,-2.3916,187017.12,245344.13,0.8901,46.014,0.34,0.33559,81.52866,81.52866,71.23288,71.23288,50.0,50.0,43.056,43.056
002236.SZ,20240826,13.11753,13.20636,2.0595,301501.95,405034.51,1.435,46.014,0.3335,0.32917,83.26087,83.26087,76.49485,76.49485,50.0,50.0,41.667,41.667
002236.SZ,20240823,12.8609,12.93986,0.614,213017.31,278509.99,1.0139,46.014,0.319,0.31486,85.71429,85.71429,70.76613,70.76613,41.667,41.667,40.278,40.278
002236.SZ,20240822,13.09779,12.8609,-1.8086,263880.49,346066.87,1.256,46.014,0.3205,0.31634,80.12685,80.12685,64.05354,64.05354,33.333,33.333,40.278,40.278
002236.SZ,20240821,13.27545,13.09779,-1.7037,203580.29,272708.62,0.969,46.014,0.3195,0.31535,82.05689,82.05689,64.96063,64.96063,41.667,41.667,40.278,40.278
002236.SZ,20240820,13.56169,13.3248,-1.6752,197590.57,267426.52,0.9405,46.014,0.319,0.31486,89.74943,89.74943,70.87576,70.87576,41.667,41.667,37.5,37.5
002236.SZ,20240819,13.71961,13.55182,-1.4358,242319.33,335173.66,1.1533,46.014,0.333,0.32868,93.86792,93.86792,71.42857,71.42857,41.667,41.667,34.722,34.722
002236.SZ,20240816,13.69,13.74922,0.2158,146427.4,204574.43,0.6969,46.014,0.327,0.32276,90.39813,90.39813,68.71166,68.71166,41.667,41.667,33.333,33.333
002236.SZ,20240815,13.50247,13.71961,1.1645,193172.91,268411.39,0.9194,46.014,0.3365,0.33213,88.23529,88.23529,76.65289,76.65289,41.667,41.667,31.944,31.944
002236.SZ,20240814,13.51234,13.56169,0.3652,141557.76,194085.65,0.6738,46.014,0.333,0.32868,91.09589,91.09589,78.05383,78.05383,33.333,33.333,30.556,30.556
002236.SZ,20240813,13.52221,13.51234,0.1463,129938.9,177088.58,0.6185,46.014,0.3345,0.33016,98.63014,98.63014,84.88613,84.88613,25.0,25.0,30.556,30.556
002236.SZ,20240812,13.52221,13.4926,-0.3644,143361.6,196050.93,0.6823,46.014,0.3405,0.33608,91.50743,91.50743,75.84906,75.84906,25.0,25.0,31.944,31.944
002236.SZ,20240809,13.84793,13.54195,-1.5782,220257.32,306116.95,1.0477,46.014,0.3445,0.34003,86.1167,86.1167,73.95264,73.95264,33.333,33.333,33.333,33.333
002236.SZ,20240808,13.74922,13.75909,-0.3574,229866.2,318636.9,1.0934,46.014,0.3345,0.33016,88.11475,88.11475,72.9927,72.9927,33.333,33.333,33.333,33.333
