ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
000408.SZ,20240930,28.0,28.75,6.1669,277774.55,788494.8,1.7576,6.7156,0.82,0.81851,178.0597,177.96888,239.27959,255.47368,75.0,75.0,54.167,54.167
000408.SZ,20240927,26.34,27.08,4.7582,204093.93,552094.39,1.2914,6.7156,0.7315,0.72977,180.4878,180.35222,199.83471,213.48983,66.667,66.667,48.611,48.611
000408.SZ,20240926,24.98,25.85,3.5242,97363.14,247332.54,0.6161,6.7156,0.675,0.67298,144.2029,144.13163,155.93472,166.3583,58.333,58.333,44.444,44.444
000408.SZ,20240925,25.2,24.97,0.8889,110397.94,278451.76,0.6985,6.7156,0.66,0.65762,139.30131,139.14044,151.71898,161.94646,50.0,50.0,41.667,41.667
000408.SZ,20240924,24.09,24.75,3.5132,102773.78,251686.58,0.6503,6.7156,0.672,0.66908,145.20958,145.02002,148.28102,158.26102,41.667,41.667,38.889,38.889
000408.SZ,20240923,24.26,23.91,-1.8473,65775.27,158159.57,0.4162,6.7156,0.639,0.63593,135.60831,135.3862,133.91557,142.98501,33.333,33.333,38.889,38.889
000408.SZ,20240920,24.42,24.36,-0.2457,67863.03,165073.02,0.4294,6.7156,0.6345,0.63116,136.88156,136.72184,139.37126,149.02362,41.667,41.667,40.278,40.278
000408.SZ,20240919,24.1,24.42,1.2858,80157.26,195303.73,0.5072,6.7156,0.6305,0.62685,147.47634,147.30601,153.25914,164.13013,41.667,41.667,40.278,40.278
000408.SZ,20240918,23.42,24.11,3.0342,77991.85,186149.07,0.4935,6.7156,0.629,0.62492,136.85015,136.69039,157.02614,168.32955,41.667,41.667,41.667,41.667
000408.SZ,20240913,23.89,23.4,-1.598,56472.99,132741.59,0.3573,6.7156,0.6145,0.61013,122.45199,122.22991,147.17286,157.79732,33.333,33.333,43.056,43.056
000408.SZ,20240912,23.37,23.78,1.4505,99348.0,236114.87,0.6286,6.7156,0.6015,0.59684,138.37398,138.22025,157.78547,169.81634,41.667,41.667,47.222,47.222
000408.SZ,20240911,22.98,23.44,2.0461,67749.59,157517.63,0.4287,6.7156,0.587,0.58212,125.39432,125.21366,145.85448,157.05784,41.667,41.667,50.0,50.0
000408.SZ,20240910,23.22,22.97,-0.2605,46380.48,105901.78,0.2935,6.7156,0.5815,0.57635,116.40867,116.20153,140.2027,151.0817,41.667,41.667,54.167,54.167
000408.SZ,20240909,23.25,23.03,-1.2859,72413.0,167489.87,0.4582,6.7156,0.582,0.57653,119.90881,119.81079,128.06202,137.58824,50.0,50.0,58.333,58.333
000408.SZ,20240906,23.56,23.33,-0.3843,38406.0,89749.27,0.243,6.7156,0.573,0.5672,126.51757,126.41907,127.80411,137.56725,50.0,50.0,62.5,62.5
000408.SZ,20240905,23.6,23.42,-0.1279,55100.43,129398.23,0.3486,6.7156,0.5765,0.57048,133.70429,133.67592,136.76704,146.96706,58.333,58.333,65.278,65.278
