ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
002821.SZ,20240930,79.71,83.73,9.9974,124070.14,1013858.38,3.7751,2.9711,2.81,2.81,201.55464,201.55464,241.56419,241.56419,75.0,75.0,63.889,63.889
002821.SZ,20240927,71.0,76.12,9.6672,94267.47,698280.4,2.8683,2.9711,2.604,2.604,192.52602,192.52602,191.93031,191.93031,66.667,66.667,62.5,62.5
002821.SZ,20240926,66.21,69.41,3.6125,56754.21,382641.55,1.7269,2.9711,2.3555,2.3555,157.25089,157.25089,147.40397,147.40397,66.667,66.667,62.5,62.5
002821.SZ,20240925,66.0,66.99,2.306,60735.14,406862.57,1.848,2.9711,2.2555,2.2555,142.84483,142.84483,142.65081,142.65081,58.333,58.333,62.5,62.5
002821.SZ,20240924,63.97,65.48,3.4276,47872.28,307244.82,1.4566,2.9711,2.2385,2.2385,128.02311,128.02311,125.37495,125.37495,58.333,58.333,65.278,65.278
002821.SZ,20240923,65.8,63.31,-0.6902,52463.76,340075.92,1.5963,2.9711,2.1735,2.1735,127.08246,127.08246,120.60606,120.60606,58.333,58.333,68.056,68.056
002821.SZ,20240920,64.0,63.75,-1.0247,27173.33,173042.19,0.8268,2.9711,2.1245,2.1245,126.60433,126.60433,102.83447,102.83447,66.667,66.667,69.444,69.444
002821.SZ,20240919,63.21,64.41,2.6127,39058.26,249576.65,1.1884,2.9711,2.1635,2.1635,125.92282,125.92282,104.15408,104.15408,66.667,66.667,69.444,69.444
002821.SZ,20240918,63.8,62.77,-1.7376,25919.52,162691.51,0.7887,2.9711,2.11,2.11,115.99182,115.99182,94.10472,94.10472,66.667,66.667,69.444,69.444
002821.SZ,20240913,63.71,63.88,0.4718,29372.96,187996.03,0.8937,2.9711,2.1255,2.1255,111.9859,111.9859,94.34705,94.34705,75.0,75.0,68.056,68.056
002821.SZ,20240912,62.98,63.58,1.4682,39263.34,251544.9,1.1947,2.9711,2.1265,2.1265,109.0978,109.0978,88.17131,88.17131,75.0,75.0,65.278,65.278
002821.SZ,20240911,61.0,62.66,2.6372,39409.52,245772.69,1.1991,2.9711,2.103,2.103,98.65455,98.65455,75.50432,75.50432,66.667,66.667,61.111,61.111
002821.SZ,20240910,61.53,61.05,-1.5799,27647.98,168732.63,0.8413,2.9711,2.0845,2.0845,90.55536,90.55536,74.74943,74.74943,66.667,66.667,56.944,56.944
002821.SZ,20240909,60.83,62.03,1.956,38969.04,240693.04,1.1857,2.9711,2.0805,2.0805,98.62717,98.62717,85.21008,85.21008,66.667,66.667,51.389,51.389
002821.SZ,20240906,62.77,60.84,-2.9974,23947.3,147291.66,0.7286,2.9711,2.061,2.061,101.55459,101.55459,88.05116,88.05116,58.333,58.333,47.222,47.222
002821.SZ,20240905,62.24,62.72,0.7065,21305.49,134116.32,0.6483,2.9711,2.1,2.1,110.46378,110.46378,93.49508,93.49508,58.333,58.333,43.056,43.056
002821.SZ,20240904,61.82,62.28,0.0964,23023.22,143850.34,0.7005,2.9711,2.1385,2.1385,123.14112,123.14112,104.15656,104.15656,50.0,50.0,38.889,38.889
002821.SZ,20240903,61.27,62.22,1.6335,31110.28,194001.71,0.9466,2.9711,2.1415,2.1415,132.73628,132.73628,116.54321,116.54321,41.667,41.667,34.722,34.722
002821.SZ,20240902,63.11,61.22,-3.848,27540.94,171300.36,0.838,2.9711,2.109,2.109,126.58084,126.58084,109.83607,109.83607,33.333,33.333,31.944,31.944
002821.SZ,20240830,62.7,63.67,1.1759,36592.88,233382.42,1.1134,2.9711,2.101,2.101,136.81672,136.81672,121.78959,121.78959,41.667,41.667,29.167,29.167
002821.SZ,20240829,59.92,62.93,3.6738,39772.69,246362.02,1.2102,2.9711,2.121,2.121,138.99551,138.99551,122.66364,122.66364,33.333,33.333,25.0,25.0
002821.SZ,20240828,60.01,60.7,0.6633,27854.52,169636.9,0.8475,2.9711,2.0145,2.0145,125.55031,125.55031,112.36658,112.36658,33.333,33.333,23.611,23.611
002821.SZ,20240827,60.65,60.3,-0.969,21374.98,129344.64,0.6504,2.9711,2.187,2.187,118.98006,118.98006,104.01421,104.01421,25.0,25.0,22.222,22.222
002821.SZ,20240826,60.1,60.89,1.2639,27712.71,168719.7,0.8434,2.9711,2.3235,2.3235,127.80164,127.80164,116.84443,116.84443,25.0,25.0,23.611,23.611
002821.SZ,20240823,61.04,60.13,-1.7965,29884.42,180293.61,0.9095,2.9711,2.2695,2.2695,126.14353,126.14353,110.72337,110.72337,16.667,16.667,25.0,25.0
002821.SZ,20240822,63.01,61.23,-2.8095,27489.25,170200.32,0.8366,2.9711,2.281,2.281,129.72,129.72,112.09353,112.09353,16.667,16.667,29.167,29.167
002821.SZ,20240821,64.11,63.0,-2.1587,20163.91,128338.47,0.6136,2.9711,2.2805,2.2805,152.24647,152.24647,131.33981,131.33981,25.0,25.0,33.333,33.333
002821.SZ,20240820,65.99,64.39,-2.5575,22223.8,144070.24,0.6763,2.9711,2.3055,2.3055,160.31042,160.31042,141.13821,141.13821,25.0,25.0,36.111,36.111
