ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
600061.SH,20240930,8.05,8.16,9.973,2053274.57,1647639.98,3.1956,9.7185,0.2475,0.2475,195.85799,195.85799,271.14094,271.14094,75.0,75.0,62.5,62.5
600061.SH,20240927,7.15,7.42,5.2482,1399575.48,1007644.64,2.1782,9.7185,0.2155,0.2155,223.61111,223.61111,210.12658,210.12658,66.667,66.667,59.722,59.722
600061.SH,20240926,6.55,7.05,3.3724,1849521.86,1249206.35,2.8785,9.7185,0.19,0.19,212.78195,212.78195,180.25478,180.25478,66.667,66.667,56.944,56.944
600061.SH,20240925,6.4,6.82,9.8229,1944258.82,1303920.65,3.0259,9.7185,0.165,0.165,178.0303,178.0303,200.76923,200.76923,58.333,58.333,54.167,54.167
600061.SH,20240924,5.99,6.21,4.5455,563936.25,346090.71,0.8777,9.7185,0.1375,0.1375,141.30435,141.30435,144.92754,144.92754,58.333,58.333,51.389,51.389
600061.SH,20240923,5.95,5.94,-0.3356,124574.16,73968.22,0.1939,9.7185,0.1265,0.1265,135.07463,135.07463,124.64789,124.64789,50.0,50.0,48.611,48.611
600061.SH,20240920,5.91,5.96,0.6757,212349.79,125788.71,0.3305,9.7185,0.1295,0.1295,134.58647,134.58647,125.71429,125.71429,58.333,58.333,45.833,45.833
600061.SH,20240919,5.83,5.92,1.8933,294656.43,173383.19,0.4586,9.7185,0.13,0.13,133.83459,133.83459,125.0,125.0,50.0,50.0,43.056,43.056
600061.SH,20240918,5.74,5.81,1.2195,174779.39,100590.7,0.272,9.7185,0.1255,0.1255,131.78295,131.78295,114.89362,114.89362,50.0,50.0,43.056,43.056
600061.SH,20240913,5.75,5.74,0.0,134131.3,77349.3,0.2088,9.7185,0.123,0.123,127.13178,127.13178,113.66906,113.66906,41.667,41.667,41.667,41.667
600061.SH,20240912,5.7,5.74,0.5254,110681.68,63466.72,0.1723,9.7185,0.123,0.123,131.25,131.25,114.28571,114.28571,41.667,41.667,41.667,41.667
600061.SH,20240911,5.71,5.71,-0.5226,125082.74,71473.64,0.1947,9.7185,0.126,0.126,120.0,120.0,107.58621,107.58621,33.333,33.333,40.278,40.278
