ts_code,trade_date,open_qfq,close_qfq,pct_chg,vol,amount,turnover_rate,adj_factor,atr_bfq,atr_qfq,brar_ar_bfq,brar_ar_qfq,brar_br_bfq,brar_br_qfq,psy_bfq,psy_qfq,psyma_bfq,psyma_qfq
300919.SZ,20240930,36.6,40.16,19.4172,230467.45,875202.76,2.5331,1.44,1.5365,1.5365,223.01887,223.01887,251.0942,251.0942,66.667,66.667,50.0,50.0
300919.SZ,20240927,31.29,33.63,9.9379,141462.05,465089.72,1.5548,1.44,1.2725,1.2725,222.90155,222.90155,198.13433,198.13433,58.333,58.333,47.222,47.222
300919.SZ,20240926,29.27,30.59,3.7653,75615.85,225697.44,0.8311,1.44,1.106,1.106,178.78788,178.78788,155.88235,155.88235,50.0,50.0,45.833,45.833
300919.SZ,20240925,29.77,29.48,0.7863,79968.85,238246.24,0.879,1.44,1.0795,1.0795,169.62025,169.62025,151.85185,151.85185,41.667,41.667,45.833,45.833
300919.SZ,20240924,27.72,29.25,6.441,82507.21,234494.14,0.9069,1.44,1.117,1.117,167.51468,167.51468,141.79894,141.79894,41.667,41.667,47.222,47.222
300919.SZ,20240923,27.84,27.48,-1.8571,42734.87,118234.59,0.4697,1.44,1.0615,1.0615,157.46341,157.46341,124.5123,124.5123,41.667,41.667,50.0,50.0
300919.SZ,20240920,28.7,28.0,-2.7102,55025.97,154465.15,0.6048,1.44,1.059,1.059,157.57282,157.57282,125.31753,125.31753,50.0,50.0,52.778,52.778
300919.SZ,20240919,28.74,28.78,1.5884,46762.94,135072.37,0.514,1.44,1.088,1.088,174.97393,174.97393,137.35374,137.35374,50.0,50.0,54.167,54.167
300919.SZ,20240918,28.22,28.33,0.2832,30387.13,85153.68,0.334,1.44,1.072,1.072,170.69864,170.69864,124.56747,124.56747,50.0,50.0,56.944,56.944
300919.SZ,20240913,29.33,28.25,-3.3858,42158.26,120470.32,0.4634,1.44,1.0745,1.0745,170.43568,170.43568,129.89418,129.89418,50.0,50.0,59.722,59.722
300919.SZ,20240912,29.53,29.24,-1.2162,45891.52,135054.14,0.5044,1.44,1.0325,1.0325,188.40909,188.40909,137.41815,137.41815,58.333,58.333,63.889,63.889
300919.SZ,20240911,28.58,29.6,3.5327,75560.75,221819.63,0.8305,1.44,1.0475,1.0475,187.15909,187.15909,137.94727,137.94727,58.333,58.333,65.278,65.278
300919.SZ,20240910,28.8,28.59,-1.2435,36237.95,103333.17,0.3983,1.44,1.021,1.021,171.25551,171.25551,135.68702,135.68702,58.333,58.333,65.278,65.278
